2410;2814;2555;2920;14
2592;2482;2692;2662;98
2522;2472;2655;2564;3
2377;2002;2571;2105;83
1994;2507;2099;2648;87
2592;2528;2692;2561;83
2012;2814;2159;2920;26
1994;2319;2099;2375;74
2448;2002;2621;2105;78
2355;2472;2384;2564;55
2369;2472;2427;2564;79
2116;2002;2152;2105;75
2553;2814;2596;2920;33
1994;2459;2099;2647;15
2592;2390;2692;2463;29
2463;2472;2552;2564;85
1994;2806;2099;2890;40
2410;2814;2589;2920;28
2254;2002;2345;2105;45
2592;2271;2692;2457;42
2063;2472;2181;2564;49
2580;2814;2633;2920;69
1994;2082;2099;2160;69
2592;2246;2692;2304;65
2072;2002;2227;2105;31
2402;2814;2533;2920;42
2197;2002;2245;2105;69
2592;2254;2692;2418;6
1994;2158;2099;2225;96
2140;2472;2216;2564;4
1994;2291;2099;2416;9
2070;2002;2142;2105;80
2592;2076;2692;2226;36
2233;2814;2378;2920;75
2500;2472;2596;2564;3
2537;2814;2681;2920;41
2592;2117;2692;2190;70
2424;2002;2560;2105;87
2305;2472;2468;2564;56
1994;2535;2099;2637;76
2339;2002;2441;2105;57
2592;2589;2692;2696;48
1994;2705;2099;2812;40
2475;2472;2583;2564;48
2472;2814;2497;2920;45
2059;2472;2173;2564;13
2592;2824;2692;2857;51
2305;2814;2432;2920;63
2165;2002;2197;2105;96
1994;2488;2099;2534;4
2136;2002;2190;2105;70
1994;2454;2099;2504;16
2592;2100;2692;2260;4
2522;2472;2663;2564;84
2218;2814;2397;2920;65
2079;2002;2217;2105;92
2592;2006;2692;2188;36
2359;2814;2417;2920;96
1994;2486;2099;2625;75
2278;2472;2432;2564;81
2592;2714;2692;2772;99
1994;2242;2099;2427;22
2184;2472;2349;2564;13
2107;2002;2299;2105;91
2280;2814;2478;2920;89
2204;2002;2358;2105;31
2484;2814;2630;2920;85
1994;2563;2099;2660;34
2592;2290;2692;2395;98
2500;2472;2627;2564;78
2070;2472;2208;2564;51
2520;2814;2673;2920;31
2592;2356;2692;2413;34
1994;2734;2099;2789;41
2517;2002;2601;2105;20
1994;2124;2099;2260;25
2271;2814;2438;2920;34
2592;2477;2692;2512;8
2364;2002;2485;2105;85
2490;2472;2510;2564;93
2258;2814;2326;2920;41
2592;2696;2692;2816;58
1994;2036;2099;2083;50
2083;2002;2210;2105;49
2166;2472;2290;2564;72
2379;2002;2576;2105;75
2592;2594;2692;2743;41
1994;2254;2099;2296;96
2009;2814;2087;2920;41
2637;2472;2667;2564;11
2280;2814;2446;2920;60
1994;2628;2099;2658;27
2592;2585;2692;2780;28
2250;2472;2309;2564;25
2397;2002;2543;2105;6
2474;2002;2656;2105;83
2447;2814;2538;2920;71
1994;2711;2099;2896;33
2388;2472;2505;2564;48
2592;2819;2692;2843;1
2226;2002;2326;2105;59
1994;2255;2099;2389;43
2106;2814;2145;2920;94
2147;2472;2288;2564;7
2592;2676;2692;2761;34
2592;2381;2692;2476;69
2439;2814;2561;2920;28
2229;2472;2332;2564;2
2632;2002;2662;2105;35
1994;2214;2099;2256;91
2087;2472;2281;2564;25
2380;2002;2406;2105;8
1994;2284;2099;2444;63
2347;2814;2416;2920;31
2592;2412;2692;2530;20
2484;2814;2614;2920;29
1994;2111;2099;2162;73
2007;2002;2204;2105;79
2592;2228;2692;2275;68
2610;2472;2659;2564;15
2548;2814;2639;2920;93
2592;2482;2692;2567;73
2380;2472;2552;2564;65
2460;2002;2564;2105;62
1994;2688;2099;2867;13
2592;2339;2692;2371;60
2448;2814;2540;2920;90
1994;2252;2099;2331;73
2240;2002;2382;2105;21
2533;2472;2630;2564;41
2257;2472;2297;2564;38
2298;2002;2476;2105;82
2377;2814;2434;2920;44
1994;2666;2099;2712;25
2592;2013;2692;2116;54
2172;2472;2317;2564;82
1994;2233;2099;2392;21
2168;2814;2239;2920;69
2348;2002;2397;2105;55
2592;2490;2692;2596;32
2355;2472;2534;2564;3
2324;2814;2501;2920;22
1994;2710;2099;2761;82
2592;2255;2692;2453;20
2259;2002;2384;2105;2
2377;2814;2429;2920;92
2370;2002;2458;2105;31
2592;2266;2692;2424;80
1994;2058;2099;2238;41
2486;2472;2563;2564;50
1994;2503;2099;2611;30
2584;2002;2661;2105;99
2592;2611;2692;2760;24
2056;2814;2171;2920;96
2401;2472;2520;2564;9
2033;2814;2200;2920;65
2592;2727;2692;2768;83
2288;2002;2323;2105;76
2381;2472;2408;2564;36
1994;2531;2099;2728;15
2224;2002;2366;2105;70
2592;2100;2692;2291;66
1994;2530;2099;2571;10
2565;2472;2671;2564;10
2207;2814;2237;2920;67
2455;2472;2600;2564;55
2592;2265;2692;2448;48
2403;2814;2426;2920;47
2452;2002;2651;2105;56
1994;2680;2099;2833;99
2267;2002;2366;2105;33
1994;2356;2099;2405;83
2592;2613;2692;2749;9
2345;2472;2526;2564;74
2211;2814;2263;2920;68
2023;2002;2160;2105;29
2592;2627;2692;2650;57
2459;2814;2561;2920;55
1994;2215;2099;2346;14
2634;2472;2673;2564;9
2592;2668;2692;2777;9
1994;2564;2099;2723;72
2181;2472;2321;2564;75
2306;2002;2377;2105;43
2014;2814;2131;2920;82
2055;2002;2132;2105;30
2085;2814;2143;2920;96
1994;2232;2099;2391;5
2592;2320;2692;2415;85
2166;2472;2291;2564;63
2047;2472;2075;2564;56
2245;2814;2317;2920;51
2592;2018;2692;2118;22
1994;2423;2099;2578;18
2289;2002;2373;2105;58
1994;2631;2099;2777;9
2541;2814;2594;2920;81
2592;2649;2692;2728;8
2219;2002;2272;2105;47
2181;2472;2346;2564;21
2354;2814;2398;2920;70
2592;2434;2692;2530;66
1994;2135;2099;2214;99
2242;2002;2414;2105;87
2394;2472;2576;2564;86
2582;2002;2615;2105;64
2592;2446;2692;2467;86
1994;2800;2099;2876;54
2115;2814;2203;2920;15
2147;2472;2243;2564;84
2068;2814;2102;2920;46
1994;2642;2099;2686;25
2592;2300;2692;2475;22
2058;2472;2206;2564;98
2118;2002;2221;2105;95
2464;2002;2555;2105;44
2296;2814;2494;2920;66
1994;2038;2099;2182;76
2197;2472;2238;2564;97
2592;2051;2692;2095;60
2060;2002;2222;2105;52
1994;2297;2099;2325;18
2152;2814;2316;2920;20
2190;2472;2219;2564;2
2592;2407;2692;2445;95
2592;2093;2692;2166;20
2343;2814;2469;2920;82
2218;2472;2406;2564;60
2265;2002;2328;2105;69
1994;2188;2099;2225;77
2521;2472;2622;2564;43
2243;2002;2404;2105;85
1994;2568;2099;2722;29
2304;2814;2376;2920;82
2592;2859;2692;2887;27
2098;2814;2250;2920;23
1994;2483;2099;2601;86
2309;2002;2419;2105;73
2592;2603;2692;2634;54
2553;2472;2654;2564;47
