2376;2814;2650;2920;49
2592;2400;2692;2453;30
1994;2701;2099;2876;3
2428;2002;2493;2105;38
2592;2817;2692;2887;65
2353;2814;2630;2920;25
1994;2461;2099;2865;51
2325;2002;2582;2105;96
2256;2814;2611;2920;87
2252;2002;2296;2105;66
1994;2364;2099;2481;63
2592;2360;2692;2542;22
1994;2498;2099;2792;30
2237;2002;2621;2105;85
2042;2814;2297;2920;47
2592;2492;2692;2569;79
2416;2814;2557;2920;82
2057;2002;2374;2105;33
2592;2102;2692;2229;80
1994;2158;2099;2270;33
2447;2002;2650;2105;83
1994;2299;2099;2421;61
2592;2314;2692;2726;34
2147;2814;2354;2920;78
2149;2002;2667;2105;51
1994;2037;2099;2883;58
2297;2814;2352;2920;29
2592;2412;2692;2634;68
2592;2616;2692;2733;85
2288;2002;2502;2105;17
2214;2814;2606;2920;10
1994;2685;2099;2864;54
1999;2002;2168;2105;5
2396;2814;2665;2920;22
1994;2799;2099;2896;91
2592;2092;2692;2184;74
2333;2002;2402;2105;86
2592;2018;2692;2461;79
2016;2814;2622;2920;26
1994;2304;2099;2908;18
2592;2315;2692;2850;88
2165;2814;2503;2920;11
2178;2002;2365;2105;43
1994;2316;2099;2341;38
2495;2814;2540;2920;63
1994;2040;2099;2100;10
2592;2719;2692;2790;17
2050;2002;2148;2105;35
1994;2521;2099;2851;59
2012;2814;2465;2920;12
2592;2038;2692;2807;31
2105;2002;2305;2105;88
2113;2814;2585;2920;56
1994;2742;2099;2887;70
2063;2002;2323;2105;84
2592;2012;2692;2038;38
1994;2416;2099;2550;41
2080;2814;2671;2920;28
2420;2002;2670;2105;70
2592;2169;2692;2191;26
1994;2086;2099;2694;12
2263;2002;2643;2105;40
2592;2172;2692;2723;75
2172;2814;2637;2920;13
1994;2229;2099;2550;3
2592;2068;2692;2224;71
2055;2814;2441;2920;38
2334;2002;2540;2105;20
2056;2814;2657;2920;23
2592;2280;2692;2789;91
2409;2002;2569;2105;17
1994;2134;2099;2838;5
2508;2002;2574;2105;89
2126;2814;2301;2920;21
2592;2232;2692;2609;9
1994;2507;2099;2744;70
2592;2012;2692;2491;44
1994;2027;2099;2241;83
2007;2002;2667;2105;89
2182;2814;2574;2920;51
2296;2002;2441;2105;88
2592;2219;2692;2452;62
1994;2517;2099;2834;84
2154;2814;2638;2920;98
2592;2337;2692;2467;27
2250;2002;2477;2105;95
1994;2147;2099;2395;73
2274;2814;2442;2920;50
1994;2155;2099;2672;6
2592;2737;2692;2894;81
2301;2002;2477;2105;31
2305;2814;2630;2920;80
2592;2195;2692;2446;56
1994;2113;2099;2378;38
2018;2814;2305;2920;81
2113;2002;2173;2105;19
2191;2814;2406;2920;33
2592;2624;2692;2722;22
1994;2331;2099;2389;16
2135;2002;2553;2105;4
2592;2694;2692;2880;84
2260;2814;2558;2920;56
1994;2005;2099;2488;57
2204;2002;2269;2105;94
2387;2814;2688;2920;82
2131;2002;2631;2105;77
1994;2416;2099;2648;86
2592;2356;2692;2389;52
1994;2645;2099;2896;96
2164;2002;2675;2105;84
2283;2814;2437;2920;81
2592;2714;2692;2854;23
2010;2814;2631;2920;91
2203;2002;2466;2105;60
2592;2043;2692;2466;96
1994;2066;2099;2409;22
2105;2002;2484;2105;12
1994;2196;2099;2558;27
2592;2070;2692;2247;67
2257;2814;2355;2920;95
2486;2002;2556;2105;35
1994;2242;2099;2447;79
2181;2814;2496;2920;79
2592;2603;2692;2777;80
2592;2228;2692;2851;35
2108;2002;2665;2105;57
2184;2814;2421;2920;68
1994;2131;2099;2659;47
2159;2002;2512;2105;92
2214;2814;2498;2920;14
1994;2096;2099;2175;8
2592;2023;2692;2686;88
2479;2002;2556;2105;79
2592;2252;2692;2605;79
2122;2814;2156;2920;30
1994;2159;2099;2217;37
2592;2356;2692;2500;58
2080;2814;2150;2920;11
1997;2002;2325;2105;50
1994;2370;2099;2845;98
2014;2814;2632;2920;19
1994;2057;2099;2613;49
2592;2766;2692;2826;5
2023;2002;2574;2105;36
1994;2030;2099;2588;96
2230;2814;2311;2920;35
2592;2320;2692;2539;78
2354;2002;2380;2105;8
2372;2814;2493;2920;85
1994;2563;2099;2894;10
2056;2002;2555;2105;61
2592;2039;2692;2485;57
1994;2122;2099;2366;91
2020;2814;2611;2920;68
2034;2002;2587;2105;34
2592;2239;2692;2671;49
1994;2091;2099;2625;32
2221;2002;2378;2105;44
2592;2184;2692;2678;50
2048;2814;2090;2920;39
1994;2493;2099;2736;54
2592;2010;2692;2113;41
2314;2814;2398;2920;36
2245;2002;2505;2105;49
2487;2814;2543;2920;96
2592;2368;2692;2587;60
2361;2002;2670;2105;22
1994;2207;2099;2233;18
2421;2002;2642;2105;13
2144;2814;2495;2920;9
2592;2068;2692;2776;83
1994;2024;2099;2793;48
2592;2260;2692;2648;26
1994;2340;2099;2418;25
2272;2002;2603;2105;75
2482;2814;2664;2920;83
2202;2002;2606;2105;96
2592;2496;2692;2885;74
1994;2381;2099;2864;67
2352;2814;2407;2920;71
2592;2150;2692;2890;82
2019;2002;2450;2105;54
1994;2824;2099;2861;86
2007;2814;2188;2920;35
1994;2586;2099;2720;62
2592;2355;2692;2733;62
2096;2002;2680;2105;34
2287;2814;2657;2920;66
2592;2251;2692;2385;43
1994;2202;2099;2764;52
2066;2814;2092;2920;20
2012;2002;2168;2105;62
